SCHEME_CODE,SCHEME_NAME,SCHEME_TYPE,COMPANY_ID,LAUNCH_DATE
101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,INF109K01712,1059,
113417,ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend,INF109K01GG3,1059,
149030,ITI Dynamic Bond Fund - Direct Plan - Annually IDCW Option,INF00XX01BK7,810,
149029,ITI Dynamic Bond Fund - Direct Plan - Growth Option,INF00XX01BC4,810,
149028,ITI Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option,INF00XX01BJ9,810,
149023,ITI Dynamic Bond Fund - Direct Plan - Monthly IDCWOption,INF00XX01BH3,810,
149025,ITI Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option,INF00XX01BI1,810,
149027,ITI Dynamic Bond Fund - Regular Plan - Annually IDCWOption,INF00XX01BB6,810,
149021,ITI Dynamic Bond Fund - Regular Plan - Growth Option,INF00XX01AT0,810,
149026,ITI Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option,INF00XX01BA8,810,
149022,ITI Dynamic Bond Fund - Regular Plan - Monthly IDCW Option,INF00XX01AY0,810,
149024,ITI Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option,INF00XX01AZ7,810,
120432,JM Dynamic Bond Fund (Direct) - Daily IDCW,-,754,
120434,JM Dynamic Bond Fund (Direct) - IDCW,INF192K01DB7,754,
133414,JM Dynamic Bond Fund (Direct) - Monthly IDCW,INF192K01IL5,754,
120433,JM Dynamic Bond Fund (Direct) - Weekly IDCW,-,754,
122323,JM Dynamic Bond Fund (Regular) - Bonus Option - Principal Units,INF192K01EX9,754,
105639,JM Dynamic Bond Fund (Regular) - Daily IDCW,-,754,
101806,JM Dynamic Bond Fund (Regular) - Growth Option,INF192K01700,754,
133389,JM Dynamic Bond Fund (Regular) - Half Yearly Bonus Option - Principal Units,INF192K01IN1,754,
101805,JM Dynamic Bond Fund (Regular) - IDCW,INF192K01684,754,
133390,JM Dynamic Bond Fund (Regular) - Monthly IDCW,INF192K01IJ9,754,
105637,JM Dynamic Bond Fund (Regular) - Weekly IDCW,-,754,
101807,JM Dynamic Bond Fund (Regular)- Premium Plan IDCW,INF192K01734,754,
122315,JM Dynamic Bond Fund - (Direct) - Bonus Option-Principal Units,INF192K01EZ4,754,
120435,JM Dynamic Bond Fund - (Direct) - Growth Option,INF192K01DD3,754,
133388,JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,INF192K01IP6,754,
105638,JM Dynamic Bond Fund - Premium Plan - Daily Dividend Option,-,754,
101808,JM Dynamic Bond Fund - Premium Plan - Growth Option,INF192K01759,754,
119753,Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,INF174K01JX6,1061,
119755,Kotak Dynamic Bond Fund - Growth - Direct,INF174K01JU2,1061,
117998,Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option,INF174K01IY6,1061,
108511,Kotak Dynamic Bond Fund Regular Plan Growth,INF174K01FA2,1061,
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,INF174V01580,927,
144406,Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW,INF174V01606,927,
144404,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW,INF174V01622,927,
144401,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,INF174V01531,927,
144405,Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW,INF174V01556,927,
144402,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF174V01572,927,
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,INF769K01DR8,1000,
140770,Mirae Asset Dynamic Bond Fund Direct IDCW,INF769K01DS6,1000,
140772,Mirae Asset Dynamic Bond Fund Regular IDCW,INF769K01DP2,1000,
140771,Mirae Asset Dynamic Bond Fund-Regular Plan Growth,INF769K01DO5,1000,
118750,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - IDCW Option,INF204K01A33,1062,
118749,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - QUARTERLY IDCW Option,INF204K01A58,1062,
118747,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,INF204K01A25,1062,
102851,NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,INF204K01FJ8,1062,
117974,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option,INF204K01XB8,1062,
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,INF204K01FI0,1062,
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,INF663L01AD7,1029,
120085,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,INF663L01AF2,1029,
120086,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,INF663L01AI6,1029,
116483,PGIM India Dynamic Bond Fund - Dividend Option - Monthly,INF663L01492,1029,
116484,PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,INF663L01526,1029,
116485,PGIM India Dynamic Bond Fund - Growth Option,INF663L01484,1029,
122260,PGIM India Dynamic Bond Fund-Bonus Option,INF663L01BF0,1029,
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,INF082J01176,1003,
134493,Quantum Dynamic Bond Fund - Direct Plan Monthly IDCW,INF082J01184,1003,
141061,Quantum Dynamic Bond Fund - Regular Plan Growth Option,INF082J01218,1003,
141060,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,INF082J01226,1003,
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,INF200K01RD4,1063,
119670,SBI Dynamic Bond Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RB8,1063,
102205,SBI Dynamic Bond Fund - REGULAR PLAN - Growth,INF200K01958,1063,
102206,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01966,1063,
119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option,INF277K01MV5,1064,
101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option,INF277K01360,1064,
101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,INF277K01DE0,1064,
119098,Tata Dynamic Bond- Direct Plan - Payout of IDCW Option,INF277K01MT9,1064,
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,INF582M01799,1066,
119310,Union Dynamic Bond Fund - Direct Plan - IDCW Option,INF582M01815,1066,
116555,Union Dynamic Bond Fund - Growth Option,INF582M01336,1066,
116556,Union Dynamic Bond Fund - IDCW Option,INF582M01351,1066,
148118,UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,INF789F1APX7,1067,
148117,UTI - Dynamic Bond Fund (Segregated - 17022020) - Regular Plan - Growth Option,INF789F1APO6,1067,
148125,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,INF789F1AQC9,1067,
148124,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,INF789F1AQE5,1067,
148120,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,INF789F1AQA3,1067,
148121,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,INF789F1APY5,1067,
148122,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,INF789F1APT5,1067,
148123,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,INF789F1APV1,1067,
148119,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,INF789F1APR9,1067,
148126,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,INF789F1APP3,1067,
135536,UTI Dynamic Bond Fund - Direct Plan - Annual IDCW,INF789FA1S65,1067,
133180,UTI Dynamic Bond Fund - Direct Plan - Flexi IDCW,INF789FA1S81,1067,
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option,INF789F01XD4,1067,
134788,UTI Dynamic Bond Fund - Direct Plan - Half-Yearly IDCW,INF789FA1S40,1067,
120763,UTI Dynamic Bond Fund - Direct Plan - Quarterly IDCW,INF789F01XB8,1067,
133852,UTI Dynamic Bond Fund - Regular Plan - Annual IDCW,INF789FA1S08,1067,
135336,UTI Dynamic Bond Fund - Regular Plan - Flexi IDCW,INF789FA1S24,1067,
113077,UTI Dynamic Bond Fund - Regular Plan - Growth Option,INF789F01JQ5,1067,
139181,UTI Dynamic Bond Fund - Regular Plan - Half-Yearly IDCW,INF789FA1R82,1067,
113078,UTI Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF789F01JO0,1067,
122645,Aditya Birla Sun Life Floating Rate Fund-Direct - daily IDCW,INF209K01UW9,1051,
122648,Aditya Birla Sun Life Floating Rate Fund-Direct - weekly IDCW,INF209K01UY5,1051,
122646,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,INF209K01UX7,1051,
122643,Aditya Birla Sun Life Floating Rate Fund-Regular - DAILY IDCW,-,1051,
122647,Aditya Birla Sun Life Floating Rate Fund-REGULAR - WEEKLY IDCW,-,1051,
122644,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,INF209K01MG9,1051,
122649,Aditya Birla Sun Life Floating Rate Fund-RETAIL - WEEKLY IDCW,-,1051,
122650,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,INF209K01MF1,1051,
149055,Axis Floater Fund - Direct Plan - Annual IDCW,INF846K016A1,1052,
149050,Axis Floater Fund - Direct Plan - Daily IDCW,-,1052,
149049,Axis Floater Fund - Direct Plan - Growth,INF846K014A6,1052,
149051,Axis Floater Fund - Direct Plan - Monthly IDCW,INF846K018A7,1052,
149052,Axis Floater Fund - Direct Plan - Quarterly IDCW,INF846K019A5,1052,
149047,Axis Floater Fund - Regular Plan - Annual IDCW,INF846K014B4,1052,
149054,Axis Floater Fund - Regular Plan - Daily IDCW,-,1052,
149048,Axis Floater Fund - Regular Plan - Growth,INF846K012B8,1052,
149053,Axis Floater Fund - Regular Plan - Monthly IDCW,INF846K016B9,1052,
149046,Axis Floater Fund - Regular Plan - Quarterly IDCW,INF846K018B5,1052,
148714,BANDHAN FLOATER FUND  - DIRECT PLAN DAILY IDCW,-,1053,
148711,BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH,INF194KB1BA5,1053,
148713,BANDHAN FLOATER FUND  - DIRECT PLAN MONTHLY IDCW,INF194KB1BD9,1053,
148715,BANDHAN FLOATER FUND  - DIRECT PLAN PERIODIC IDCW,INF194KB1BH0,1053,
148712,BANDHAN FLOATER FUND  - DIRECT PLAN QUARTERLY IDCW,INF194KB1BF4,1053,
148716,BANDHAN FLOATER FUND  - DIRECT PLAN WEEKLY IDCW,-,1053,
148718,BANDHAN FLOATER FUND  - REGULAR PLAN ANNUAL IDCW,INF194KB1AY7,1053,
148710,BANDHAN FLOATER FUND  - REGULAR PLAN DAILY IDCW,-,1053,
148705,BANDHAN FLOATER FUND  - REGULAR PLAN GROWTH,INF194KB1AP5,1053,
148707,BANDHAN FLOATER FUND  - REGULAR PLAN MONTHLY IDCW,INF194KB1AS9,1053,
148709,BANDHAN FLOATER FUND  - REGULAR PLAN PERIODIC IDCW,INF194KB1AW1,1053,
148706,BANDHAN FLOATER FUND  - REGULAR PLAN QUARTERLY IDCW,INF194KB1AU5,1053,
148708,BANDHAN FLOATER FUND  - REGULAR PLAN WEEKLY IDCW,-,1053,
148717,BANDHAN FLOATER FUND- DIRECT PLAN ANNUAL IDCW,INF194KB1BJ6,1053,
148771,DSP Floater Fund - Direct Plan - Growth,INF740KA1PV1,1055,
148769,DSP Floater Fund - Direct Plan - IDCW,INF740KA1PW9,1055,
148768,DSP Floater Fund - Regular Plan - Growth,INF740KA1PS7,1055,
148770,DSP Floater Fund - Regular Plan - IDCW,INF740KA1PT5,1055,
118508,Franklin India Floating Rate Fund - Direct - Growth,INF090I01LK1,1056,
118507,Franklin India Floating Rate Fund - Direct - IDCW,INF090I01LL9,1056,
101048,Franklin India Floating Rate Fund - Growth Plan,INF090I01LM7,1056,
101044,Franklin India Floating Rate Fund - IDCW,INF090I01LN5,1056,
106838,HDFC Floating Rate Debt Fund - Daily IDCW Option,-,1057,
118959,HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,-,1057,
118961,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,INF179K01VQ4,1057,
118960,HDFC Floating Rate Debt Fund - Direct Plan - Monthly IDCW,INF179K01VO9,1057,
118962,HDFC Floating Rate Debt Fund - Direct Plan - Weekly IDCW,-,1057,
106841,HDFC Floating Rate Debt Fund - Growth Option,INF179K01707,1057,
106839,HDFC Floating Rate Debt Fund - Monthly IDCW Option,INF179K01715,1057,
106840,HDFC Floating Rate Debt Fund - Weekly IDCW Option,INF179K01731,1057,
130899,ICICI Prudential Floating Interest Fund - Bonus,INF109KA1I43,1059,
101804,ICICI Prudential Floating Interest Fund - Daily IDCW,INF109K01AW3,1059,
120423,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,-,1059,
120427,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW,INF109K01P40,1059,
120425,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,INF109K01P57,1059,
120426,ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others,INF109K01P65,1059,
122607,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW,INF109K018Z6,1059,
125216,ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW,INF109KA1012,1059,
120424,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW,INF109K01P73,1059,
101803,ICICI Prudential Floating Interest Fund - Fortnightly IDCW,INF109K01AZ6,1059,
101802,ICICI Prudential Floating Interest Fund - Growth,INF109K01AX1,1059,
115510,ICICI Prudential Floating Interest Fund - IDCW Others,INF109K01WQ9,1059,
122606,ICICI Prudential Floating Interest Fund - Monthly IDCW,INF109KA1038,1059,
122891,ICICI Prudential Floating Interest Fund - Quarterly IDCW,INF109KA1053,1059,
111545,ICICI Prudential Floating Interest Fund - Weekly IDCW,INF109K01EN4,1059,
101800,ICICI Prudential Floating Interest Fund Plan A - Dividend Daily,INF109K01928,1059,
101796,ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend,INF109K01910,1059,
101795,ICICI Prudential Floating Interest Fund Plan A - Growth,INF109K01936,1059,
111544,ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option,INF109K01EK0,1059,
101799,ICICI Prudential Floating Interest Fund Plan B - Dividend Daily,INF109K01951,1059,
101794,ICICI Prudential Floating Interest Fund Plan B - Fortnightly Dividend,INF109K01969,1059,
101793,ICICI Prudential Floating Interest Fund Plan B - Growth,INF109K01977,1059,
111543,ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option,INF109K01EL8,1059,
101801,ICICI Prudential Floating Interest Fund Plan C - Dividend Daily,INF109K01AA9,1059,
101798,ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend,INF109K01993,1059,
101797,ICICI Prudential Savings Fund Plan C - Growth,INF109K01AB7,1059,
111546,ICICI Prudential Savings Fund Plan C - Weekly Dividend Option,INF109K01EM6,1059,
147269,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,INF174KA1EC0,1061,
147267,KOTAK FLOATING RATE FUND-DIRECT PLAN-Standard Reinvestment of Income Distribution cum capital withdrawal option,-,1061,
147266,KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,INF174KA1DY6,1061,
147265,KOTAK FLOATING RATE FUND-REGULAR PLAN-STANDARD Reinvestment of Income Distribution cum capital withdrawal option,-,1061,
118660,NIPPON INDIA FLOATER  FUND - DIRECT Plan - WEEKLY IDCW Option,INF204K01D14,1062,
118656,Nippon India Floater Fund  - Direct Plan Growth Plan - Growth Option,INF204K01E05,1062,
102676,NIPPON INDIA FLOATER FUND - DAILY IDCW REINVESTMENT Option,-,1062,
118654,NIPPON INDIA FLOATER FUND - DIRECT Plan - DAILY IDCW Option,-,1062,
124590,NIPPON INDIA FLOATER FUND - DIRECT Plan - IDCW Option,INF204KA1DU8,1062,
118655,NIPPON INDIA FLOATER FUND - DIRECT Plan - MONTHLY IDCW Option,INF204K01D89,1062,
118661,NIPPON INDIA FLOATER FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K01C98,1062,
102673,Nippon India Floater Fund - Growth Plan-Growth Option,INF204K01CG1,1062,
124589,NIPPON INDIA FLOATER FUND - IDCW Option,INF204KA1DS2,1062,
102675,NIPPON INDIA FLOATER FUND - MONTHLY IDCW Option,INF204K01CH9,1062,
112942,NIPPON INDIA FLOATER FUND - QUARTERLY IDCW Option,INF204K01HK2,1062,
102677,NIPPON INDIA FLOATER FUND - WEEKLY IDCW Option,INF204K01OQ5,1062,
148550,SBI Floating Rate Debt Fund - Direct Plan - Growth,INF200KA1R64,1063,
148551,SBI Floating Rate DEBT Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R72,1063,
148549,SBI Floating Rate DEBT Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R98,1063,
148543,SBI Floating Rate Debt Fund - Regular Plan - Growth,INF200KA1R15,1063,
148544,SBI Floating Rate DEBT Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R23,1063,
148546,SBI Floating Rate DEBT Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R49,1063,
149007,Tata Floating Rate Fund -Direct Plan-Growth,INF277KA1026,1064,
149037,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Dividend Reinvestment,-,1064,
149000,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Payout,INF277KA1042,1064,
149033,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Dividend Reinvestment,-,1064,
149002,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Payout,INF277KA1034,1064,
149034,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Dividend Reinvestment,-,1064,
149001,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Payout,INF277KA1059,1064,
149003,Tata Floating Rate Fund-Regular Plan-Growth,INF277KA1091,1064,
149035,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Dividend Reinvestment,-,1064,
149004,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Payout,INF277KA1117,1064,
149036,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Dividend Reinvestment,-,1064,
149006,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Payout,INF277KA1109,1064,
149038,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Dividend Reinvestment,-,1064,
149005,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Payout,INF277KA1125,1064,
145295,UTI - Floater Fund - Direct Plan - Growth Option,INF789F1ACX5,1067,
145287,UTI - Floater Fund - Regular Plan  - Growth Option,INF789F1ACO4,1067,
145293,UTI Floater Fund - Direct Plan - Annual IDCW,INF789F1ADA1,1067,
145291,UTI Floater Fund - Direct Plan - Flexi IDCW,INF789F1ADE3,1067,
145296,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,INF789F1ADC7,1067,
145290,UTI Floater Fund - Direct Plan - Quarterly IDCW,INF789F1ACY3,1067,
145289,UTI Floater Fund - Regular Plan - Annual IDCW,INF789F1ACR7,1067,
145292,UTI Floater Fund - Regular Plan - Flexi IDCW,INF789F1ACV9,1067,
145288,UTI Floater Fund - Regular Plan - Half-Yearly IDCW,INF789F1ACT3,1067,
145294,UTI Floater Fund - Regular Plan - Quarterly IDCW,INF789F1ACP1,1067,
119606,Aditya Birla Sun Life Govenment Securities Fund -DIRECT - Quarterly IDCW,INF209KA1LC4,1051,
100057,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,INF209K01AF6,1051,
100058,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,INF209K01AC3,1051,
119605,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,INF209K01XP7,1051,
128957,Axis Gilt Fund - Direct Plan - Bonus Option,INF846K01NJ0,1052,
120447,Axis Gilt Fund - Direct Plan - Growth Option,INF846K01DD4,1052,
120448,Axis Gilt Fund - Direct Plan - Half Yearly IDCW,INF846K01DF9,1052,
120449,Axis Gilt Fund - Direct Plan - Regular IDCW,INF846K01DG7,1052,
116471,Axis Gilt Fund - Regular Plan - Growth Option,INF846K01AX8,1052,
116472,Axis Gilt Fund - Regular Plan - Half Yearly IDCW,INF846K01AZ3,1052,
116470,Axis Gilt Fund - Regular Plan - Regular IDCW,INF846K01CK1,1052,
153206,Bajaj Finserv Gilt Fund - Direct - Growth,INF0QA701AP9,989,
153207,Bajaj Finserv Gilt Fund - Direct - IDCW,INF0QA701AQ7,989,
153211,Bajaj Finserv Gilt Fund - Regular - Growth,INF0QA701AM6,989,
153209,Bajaj Finserv Gilt Fund - Regular - IDCW,INF0QA701AN4,989,
108558,BANDHAN Government Securities Fund - IP - Regular - Plan B - Half Yearly IDCW,INF194K01EB1,1053,
108559,BANDHAN Government Securities Fund - IP - Regular Plan - Annual IDCW,INF194K01EE5,1053,
108557,BANDHAN Government Securities Fund - IP - Regular Plan - Quarterly IDCW,INF194K01EH8,1053,
131395,BANDHAN Government Securities Fund - IP - Regular -Plan B - Periodic IDCW,INF194KA1RW6,1053,
111525,BANDHAN Government Securities Fund - IP - Regular Plan - Growth,INF194K01DZ2,1053,
111527,BANDHAN Government Securities Fund - IP - Regular Plan - IDCW,INF194K01EK2,1053,
118467,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Annual IDCW,INF194K01Q78,1053,
118464,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Growth,INF194K01Q29,1053,
118465,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Half Yearly IDCW,INF194K01Q45,1053,
118463,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-IDCW,INF194K01R36,1053,
131394,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Periodic IDCW,INF194KA1RZ9,1053,
118466,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Quarterly IDCW,INF194K01R02,1053,
119341,Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,INF955L01AD7,1024,
119340,Baroda BNP Paribas GILT FUND - Direct Plan - IDCW Option,INF955L01AB1,1024,
101187,Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,INF955L01450,1024,
101188,Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option,INF955L01435,1024,
118299,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,INF760K01FC4,1054,
118298,CANARA ROBECO GILT FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01FA8,1054,
100597,CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AE1,1054,
100596,CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01AB7,1054,
119099,DSP Gilt Fund - Direct Plan - Growth,INF740K01NF3,1055,
119101,DSP Gilt Fund - Direct Plan - IDCW,INF740K01NG1,1055,
119100,DSP Gilt Fund - Direct Plan - IDCW - Monthly,INF740K01NE6,1055,
100084,DSP Gilt Fund - Regular Plan - Growth,INF740K01615,1055,
100085,DSP Gilt Fund - Regular Plan - IDCW,INF740K01607,1055,
100086,DSP Gilt Fund - Regular Plan - IDCW - Monthly,INF740K01623,1055,
140309,Edelweiss Government Securities Fund - Direct Plan - Annual Dividend Option,INF843K01HB6,993,
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option,INF843K01GS2,993,
140302,Edelweiss Government Securities Fund - Direct Plan - IDCW Option,INF843K01GU8,993,
140306,Edelweiss Government Securities Fund - Direct Plan Fortnightly - IDCW Option,INF843K01GX2,993,
140308,Edelweiss Government Securities Fund - Direct Plan Monthly - IDCW Option,INF843K01GZ7,993,
140304,Edelweiss Government Securities Fund - Direct Plan weekly - IDCW Option,INF843K01GW4,993,
140310,Edelweiss Government Securities Fund - Regular Plan - Annual - IDCW Option,INF843K01HL5,993,
140297,Edelweiss Government Securities Fund - Regular Plan - Growth Option,INF843K01HC4,993,
140301,Edelweiss Government Securities Fund - Regular Plan - IDCW Option,INF843K01HE0,993,
140305,Edelweiss Government Securities Fund - Regular Plan Fortnightly - IDCW Option,INF843K01HH3,993,
140307,Edelweiss Government Securities Fund - Regular Plan Monthly - IDCW Option,INF843K01HJ9,993,
140303,Edelweiss Government Securities Fund - Regular Plan Weekly - IDCW Option,INF843K01HG5,993,
118498,Franklin India Government Securities Fund - Direct - Growth,INF090I01HS2,1056,
118497,Franklin India Government Securities Fund - Direct - IDCW,INF090I01HQ6,1056,
100493,Franklin India Government Securities Fund - Growth,INF090I01CU9,1056,
100494,Franklin India Government Securities Fund - IDCW,INF090I01CS3,1056,
153477,Groww Gilt Fund - Direct - Growth,INF666M01KK2,994,
153502,Groww Gilt Fund - Direct - IDCW,INF666M01KL0,994,
153503,Groww Gilt Fund - Regular - Growth,INF666M01KN6,994,
153504,Groww Gilt Fund - Regular - IDCW,INF666M01KO4,994,
119116,HDFC Gilt Fund - Growth Option - Direct Plan,INF179K01VS0,1057,
101083,HDFC Gilt Fund - Growth Plan,INF179K01756,1057,
119115,HDFC Gilt Fund - IDCW Option - Direct Plan,INF179K01VR2,1057,
101084,HDFC Gilt Fund - IDCW Plan,INF179K01772,1057,
151014,HSBC Gilt Fund - Direct Growth,INF917K01FI7,1058,
151015,HSBC Gilt Fund - Direct Quarterly IDCW,INF917K01FK3,1058,
151013,HSBC Gilt Fund - Regular Growth,INF917K01BP1,1058,
151012,HSBC Gilt Fund - Regular Quarterly IDCW,INF917K01BN6,1058,
130903,ICICI Prudential Gilt Fund - Bonus,INF109KA1H10,1059,
120590,ICICI Prudential Gilt Fund - Direct Plan - Growth,INF109K018C5,1059,
120589,ICICI Prudential Gilt Fund - Direct Plan - IDCW,INF109K016C9,1059,
130955,ICICI Prudential Gilt Fund - Direct Plan Bonus,INF109KA1H02,1059,
100369,ICICI Prudential Gilt Fund - Growth,INF109K01JR4,1059,
100368,ICICI Prudential Gilt Fund - IDCW,INF109K01JQ6,1059,
130902,ICICI Prudential Short Term Gilt Fund - Bonus,INF109KA1I68,1059,
120607,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Dividend,INF109K012D6,1059,
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,INF109K014D2,1059,
120609,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Half Yearly Dividend,INF109K015D9,1059,
130956,ICICI Prudential Short Term Gilt Fund - Direct Plan Bonus,INF109KA1I50,1059,
100370,ICICI Prudential Short Term Gilt Fund - Dividend,INF109K01JW4,1059,
100371,ICICI Prudential Short Term Gilt Fund - Growth,INF109K01JX2,1059,
100372,ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,INF109K01JZ7,1059,
107476,Invesco India Gilt Fund - Annual IDCW (Payout / Reinvestment),INF205K01SJ8,997,
120520,Invesco India Gilt Fund - Direct  Plan - Growth,INF205K01SN0,997,
120519,Invesco India Gilt Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),INF205K01SL4,997,
120521,Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment),-,997,
120522,Invesco India Gilt Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),INF205K01SP5,997,
107477,Invesco India Gilt Fund - Growth,INF205K01SR1,997,
