SCHEME_CODE,SCHEME_NAME,SCHEME_TYPE,COMPANY_ID,LAUNCH_DATE
147796,Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,INF247L01AC1,1001,
147797,Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,INF247L01AD9,1001,
147624,Motilal Oswal Nifty Smallcap 250 Index - Regular Plan,INF247L01924,1001,
147623,Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan,INF247L01932,1001,
148381,Motilal Oswal S&P 500 Index Fund - Direct Plan Growth,INF247L01AG2,1001,
148382,Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,INF247L01AH0,1001,
152062,NAVI BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH,INF959L01HK9,975,
152061,NAVI BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH,INF959L01HJ1,975,
149039,Navi Nifty 50 Index Fund-Direct Plan-Growth,INF959L01FP2,975,
149040,Navi Nifty 50 Index Fund-Regular Plan-Growth,INF959L01FQ0,975,
152751,NAVI NIFTY 500 MULTICAP 50-25-25 DIRECT PLAN,INF959L01HO1,975,
152750,NAVI NIFTY 500 MULTICAP 50-25-25 REGULAR PLAN,INF959L01HN3,975,
149804,Navi Nifty Bank Index Fund- Direct Plan- Growth,INF959L01FT4,975,
149805,Navi Nifty Bank Index Fund- Regular Plan- Growth,INF959L01FU2,975,
150515,Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth,INF959L01GD6,975,
150516,Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth,INF959L01GE4,975,
149892,Navi Nifty Midcap 150 Index Fund Direct Plan- Growth,INF959L01FX6,975,
149893,Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,INF959L01FY4,975,
149447,Navi Nifty Next 50 Index Fund- Direct Plan- Growth,INF959L01FR8,975,
149448,Navi Nifty Next 50 Index Fund- Regular Plan- Growth,INF959L01FS6,975,
153362,Navi Nifty Smallcap 250 Momentum quality index fund- Direct Plan,INF959L01HQ6,975,
153363,Navi Nifty Smallcap 250 Momentum quality index fund- Regular Plan,INF959L01HP8,975,
152535,Navi NiftyIT Index Fund - Direct Plan- Growth,INF959L01HM5,975,
152536,Navi NiftyIT Index Fund - Regular Plan -Growth,INF959L01HL7,975,
153565,Nippon India BSE Sensex Next 30 Index -Direct Plan - IDCW Payout,INF204KC1FE5,1062,
153566,Nippon India BSE Sensex Next 30 Index Fund - Regular Plan-Growth Option,INF204KC1FA3,1062,
153568,Nippon India BSE Sensex Next 30 Index Fund -Regular Plan- IDCW Payout,INF204KC1FB1,1062,
153567,Nippon India BSE Sensex Next 30 Index Fund- Direct Plan- Growth Option,INF204KC1FD7,1062,
152992,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - Growth Option,INF204KC1DM3,1062,
152993,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - IDCW Option,INF204KC1DN1,1062,
152994,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - Growth Option,INF204KC1DJ9,1062,
152995,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - IDCW Option,INF204KC1DK7,1062,
152996,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - Growth Option,INF204KC1DS0,1062,
152997,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - IDCW Option,INF204KC1DT8,1062,
152998,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - Growth Option,INF204KC1DP6,1062,
152999,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - IDCW Option,INF204KC1DQ4,1062,
113295,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - ANNUAL - IDCW Option,INF204K01IQ7,1062,
118786,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,INF204K01K64,1062,
118788,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,INF204K01K98,1062,
118790,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,INF204K01L14,1062,
118785,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,INF204K01K56,1062,
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,INF204K01K80,1062,
113270,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Bonus Option,INF204K01IN4,1062,
113269,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Growth Option,INF204K01IM6,1062,
113294,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - HALF YEARLY - IDCW Option,INF204K01IP9,1062,
113271,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - QUARTERLY - IDCW Option,INF204K01IO2,1062,
113300,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option,INF204K01II4,1062,
118743,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option,INF204K01H10,1062,
118745,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,INF204K01H44,1062,
118740,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option,INF204K01H69,1062,
118742,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,INF204K01H02,1062,
118741,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,INF204K01H36,1062,
113297,Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Bonus Option,INF204K01IF0,1062,
113296,Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option,INF204K01IE3,1062,
113299,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - HALF YEARLY - IDCW Option,INF204K01IH6,1062,
113298,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option,INF204K01IG8,1062,
148721,Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,INF204KB12Z0,1062,
148722,NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option,INF204KB13Z8,1062,
148720,NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option,INF204KB10Z4,1062,
148719,Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option,INF204KB19Y8,1062,
152842,Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - Growth Option,INF204KC1DA8,1062,
152839,Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - IDCW Option,INF204KC1DB6,1062,
152840,Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - Growth Option,INF204KC1CX2,1062,
152841,Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - IDCW Option,INF204KC1CY0,1062,
153474,Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - Growth Option,INF204KC1EQ2,1062,
153473,Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - IDCW Plan,INF204KC1ER0,1062,
153476,Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Pan - IDCW Option,INF204KC1EO7,1062,
153475,Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan - Growth Option,INF204KC1EN9,1062,
152881,Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth Option,INF204KC1DG5,1062,
152884,Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - IDCW Option,INF204KC1DH3,1062,
152883,Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth Option,INF204KC1DD2,1062,
152882,Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - IDCW Option,INF204KC1DE0,1062,
153470,Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - Growth Option,INF204KC1EW0,1062,
153471,Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - IDCW Option,INF204KC1EX8,1062,
153472,Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - Growth Option,INF204KC1ET6,1062,
153469,Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - IDCW Option,INF204KC1EU4,1062,
150012,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option,INF204KC1527,1062,
150008,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - IDCW Option,INF204KC1535,1062,
150011,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option,INF204KC1493,1062,
150009,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option,-,1062,
150754,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option,INF204KC1683,1062,
150753,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option,INF204KC1691,1062,
150752,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option,INF204KC1659,1062,
150755,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option,INF204KC1667,1062,
150487,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option,INF204KC1584,1062,
150488,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option,INF204KC1592,1062,
150490,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option,INF204KC1550,1062,
150491,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option,INF204KC1568,1062,
153064,Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option,INF204KC1EE8,1062,
153067,Nippon India Nifty Auto Index Fund - Direct Plan- IDCW Option,INF204KC1EF5,1062,
153066,Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option,INF204KC1EB4,1062,
153065,Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option,INF204KC1EC2,1062,
152389,Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option,INF204KC1BY2,1062,
152386,Nippon India Nifty Bank Index Fund - Direct Plan - IDCW Option,INF204KC1BZ9,1062,
152387,Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option,INF204KC1BV8,1062,
152388,Nippon India Nifty Bank Index Fund - Regular Plan - IDCW Option,INF204KC1BW6,1062,
150920,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option,INF204KC1AC0,1062,
150921,Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option,INF204KC1AD8,1062,
150923,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option,INF204KC1998,1062,
150922,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option,INF204KC1AA4,1062,
151440,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option,INF204KC1AO5,1062,
151442,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option,INF204KC1AP2,1062,
151439,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option,INF204KC1AL1,1062,
151441,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option,INF204KC1AM9,1062,
150906,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option,INF204KC1881,1062,
150907,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option,INF204KC1899,1062,
150904,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option,INF204KC1857,1062,
150905,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option,INF204KC1865,1062,
152392,Nippon India Nifty IT Index Fund - Direct Plan - Growth Option,INF204KC1CE2,1062,
152390,Nippon India Nifty IT Index Fund - Direct Plan - IDCW Option,INF204KC1CF9,1062,
152391,Nippon India Nifty IT Index Fund - Regular Plan - Growth Option,INF204KC1CB8,1062,
152393,Nippon India Nifty IT Index Fund - Regular Plan - IDCW Option,INF204KC1CC6,1062,
148726,Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,INF204KB18Z7,1062,
148725,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option,INF204KB19Z5,1062,
148724,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option,INF204KB16Z1,1062,
148723,Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,INF204KB15Z3,1062,
153060,Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option,INF204KC1DY8,1062,
153063,Nippon India Nifty Realty Index Fund-Direct Plan- IDCW Option,INF204KC1DZ5,1062,
153061,Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option,INF204KC1DV4,1062,
153062,Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option,INF204KC1DW2,1062,
150824,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option,INF204KC1741,1062,
150826,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,INF204KC1758,1062,
150827,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option,INF204KC1725,1062,
150825,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option,INF204KC1717,1062,
151389,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option,-,1062,
151390,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option,INF204KC1AI7,1062,
151391,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,INF204KC1AJ5,1062,
151392,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan-Growth Option,-,1062,
148519,Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,INF204KB15W0,1062,
148521,NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option,INF204KB16W8,1062,
148520,NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option,INF204KB13W5,1062,
148518,Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option,INF204KB12W7,1062,
151407,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option",INF663L01X21,1029,
151406,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option",INF663L01X39,1029,
151404,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option",INF663L01X54,1029,
151405,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option",INF663L01X62,1029,
153432,SBI BSE PSU BANK INDEX FUND- Direct Plan- Growth,INF200KB1688,1063,
153433,SBI BSE PSU BANK INDEX FUND- Direct Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1704,1063,
153434,SBI BSE PSU BANK INDEX FUND- Regular Plan- Growth,INF200KB1654,1063,
153431,SBI BSE PSU BANK INDEX FUND- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1662,1063,
151769,SBI BSE Sensex Index Fund - Direct Plan - Growth,INF200KA16Y4,1063,
151770,SBI BSE Sensex Index Fund - Direct Plan - IDCW,INF200KA17Y2,1063,
151765,SBI BSE Sensex Index Fund - Regular Plan - Growth,INF200KA13Y1,1063,
151766,SBI BSE Sensex Index Fund - Regular Plan - IDCW,INF200KA14Y9,1063,
149474,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth,INF200KA13D5,1063,
149475,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14D3,1063,
149472,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth,INF200KA10D1,1063,
149473,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA11D9,1063,
150706,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth,INF200KA18Q6,1063,
150708,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA19Q4,1063,
150707,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth,INF200KA15Q2,1063,
150709,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA16Q0,1063,
150681,SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth,INF200KA12Q9,1063,
150682,SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA13Q7,1063,
150683,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth,INF200KA19P6,1063,
150680,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA10Q3,1063,
150711,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth,INF200KA14R3,1063,
150713,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA15R0,1063,
150712,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth,INF200KA11R9,1063,
150710,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12R7,1063,
152908,SBI Nifty 500 Index Fund- Direct Plan- Growth,INF200KB1381,1063,
152909,SBI Nifty 500 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal (IDCW),INF200KB1399,1063,
152906,SBI Nifty 500 Index Fund- Regular Plan- Growth,INF200KB1357,1063,
152907,SBI Nifty 500 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal (IDCW),INF200KB1365,1063,
153251,SBI Nifty Bank Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option,INF200KB1548,1063,
153250,SBI Nifty Bank Index Fund-Direct Plan- Growth,INF200KB1563,1063,
153252,SBI Nifty Bank Index Fund-Direct Plan- Income Distribution Cum Capital Withdrawal Option,INF200KB1571,1063,
153253,SBI Nifty Bank Index Fund-Regular Plan- Growth,INF200KB1530,1063,
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,INF200K01TE8,1063,
119826,SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TC2,1063,
102272,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,INF200K01537,1063,
102273,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01545,1063,
153015,SBI Nifty India Consumption Index Fund- Direct Plan- Growth,INF200KB1449,1063,
153014,SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout,INF200KB1456,1063,
153012,SBI Nifty India Consumption Index Fund- Regular Plan- Growth,INF200KB1415,1063,
153013,SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout,INF200KB1423,1063,
153320,SBI Nifty IT Index Fund - Direct Plan - Growth,INF200KB1621,1063,
153321,SBI Nifty IT Index Fund - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW),INF200KB1639,1063,
153323,SBI Nifty IT Index Fund - Regular Plan - Growth,INF200KB1597,1063,
153322,SBI Nifty IT Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1605,1063,
150673,SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth,INF200KA10P5,1063,
150675,SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA11P3,1063,
150672,SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,INF200KA17O3,1063,
150674,SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA18O1,1063,
148945,SBI Nifty Next 50 Index Fund - Direct Plan - Growth,INF200KA1W00,1063,
148946,SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1W18,1063,
148943,SBI Nifty Next 50 Index Fund - Regular Plan - Growth,INF200KA1V76,1063,
148944,SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1V84,1063,
150677,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth,INF200KA16P2,1063,
150678,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA17P0,1063,
150676,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth,INF200KA13P9,1063,
150679,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14P7,1063,
153718,SBI Nifty100 Low Volatility 30 Index Fund- Direct Plan- Growth,INF200KB1936,1063,
153716,SBI Nifty100 Low Volatility 30 Index Fund- Regular Plan- Growth,INF200KB1902,1063,
153717,SBI Nifty100 Low Volatility 30 Index Fund- Regular Plan- Income Cum Distribution Capital Withdrawal Option (IDCW),INF200KB1910,1063,
153719,SBI Nifty100 Low Volatility 30 Index Fund-Direct  Plan- Income Cum Distribution Capital Withdrawal Option (IDCW),INF200KB1944,1063,
153662,SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Growth,INF200KB1878,1063,
153665,SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Income Cum Distribution Capital Withdrawal Option (IDCW),INF200KB1886,1063,
153663,SBI Nifty200 Momentum 30 Index Fund- Regular Plan- Growth,INF200KB1845,1063,
153664,SBI Nifty200 Momentum 30 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1852,1063,
153557,SBI Nifty200 Quality 30 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal Option,INF200KB1829,1063,
153556,SBI Nifty200 Quality 30 Index Fund- Regular Plan- Income Cum Distribution Withdrawal Option,INF200KB1795,1063,
153555,SBI Nifty200 Quality 30 Index Fund-Direct Plan- Growth,INF200KB1811,1063,
153554,SBI Nifty200 Quality 30 Index Fund-Regular Plan- Growth,INF200KB1787,1063,
152370,SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth,INF200KB1027,1063,
152371,SBI Nifty50 Equal Weight Index Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,INF200KB1035,1063,
152372,SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth,INF200KA18Z7,1063,
152373,SBI Nifty50 Equal Weight Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,INF200KA19Z5,1063,
149483,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option,INF173K01EZ4,1042,
149482,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option,INF173K01EW1,1042,
149481,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth,INF173K01AG2,1042,
149480,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal,INF173K01AH0,1042,
153420,Tata BSE Quality Index Fund Direct plan Growth Option,INF277KA1DK1,1064,
153421,Tata BSE Quality Index Fund Direct plan IDCW Payout Option,INF277KA1DO3,1064,
153422,Tata BSE Quality Index Fund Direct plan IDCW Reinvestment Option,-,1064,
153425,Tata BSE Quality Index Fund Regular plan Growth Option,INF277KA1DH7,1064,
153424,Tata BSE Quality Index Fund Regular plan IDCW Payout Option,INF277KA1DJ3,1064,
153423,Tata BSE Quality Index Fund Regular plan IDCW Reinvestment Option,-,1064,
153132,Tata BSE Select Business Groups Index Fund - Direct Growth,INF277KA1DA2,1064,
153131,Tata BSE Select Business Groups Index Fund - Direct IDCW Payout,INF277KA1DC8,1064,
153135,Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment,-,1064,
153134,Tata BSE Select Business Groups Index Fund - Regular Growth,INF277KA1CX6,1064,
153133,Tata BSE Select Business Groups Index Fund - Regular IDCW Payout,INF277KA1CZ1,1064,
153136,Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment,-,1064,
119287,Tata S&P BSE Sensex Index Fund - Direct Plan,INF277K01PK1,1064,
101746,Tata S&P BSE Sensex Index Fund -Regular Plan,INF277K01758,1064,
150692,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,INF277KA1554,1064,
150693,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT,INF277KA1570,1064,
150697,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT,-,1064,
150694,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,INF277KA1588,1064,
150695,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT,INF277KA1604,1064,
150696,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT,-,1064,
119288,Tata Nifty 50 Index Fund -Direct Plan,INF277K01PJ3,1064,
101659,Tata Nifty 50 Index Fund -Regular Plan,INF277K01741,1064,
152557,Tata Nifty Auto Index Fund - Direct Plan - Growth,INF277KA1AU6,1064,
152559,Tata Nifty Auto Index Fund - Direct Plan - IDCW payout,INF277KA1AV4,1064,
152558,Tata Nifty Auto Index Fund - Direct Plan - IDCW Reinvestment,-,1064,
152560,Tata Nifty Auto Index Fund - Regular Plan - Growth,INF277KA1AR2,1064,
152561,Tata Nifty Auto Index Fund - Regular Plan - IDCW Payout,INF277KA1AS0,1064,
152556,Tata Nifty Auto Index Fund - Regular Plan - IDCW Reinvestment,-,1064,
152951,Tata Nifty Capital Markets Index Fund - Direct Plan Growth Option,INF277KA1CO5,1064,
152953,Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Payout Option,INF277KA1CQ0,1064,
152952,Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Reinvestment Option,-,1064,
152954,Tata Nifty Capital Markets Index Fund - Regular Plan Growth Option,INF277KA1CL1,1064,
152956,Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Payout Option,INF277KA1CN7,1064,
152955,Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Reinvestment Option,-,1064,
152577,Tata Nifty Financial Services Index Fund - Direct Plan - Growth,INF277KA1BA6,1064,
152579,Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Payout,INF277KA1BB4,1064,
